tt0009220,Ikarus  der fliegende Mensch,movie,1919,135,\N,7.0,19,nm0296193,director
tt0009224,In Pursuit of Polly,movie,1918,50,Comedy Drama,7.6,16,nm0936767,director
tt0009232,The Invasion of Britain,movie,1918,130,\N,3.4,7,nm0107543,director
tt0009233,The Iron Test,movie,1918,300,Action Adventure,5.7,26,nm0102908,director
tt0009234,It's a Wild Life,short,1918,10,Comedy Short,5.8,50,nm0695456,director
tt0009240,Joan of Plattsburg,movie,1918,60,Comedy Drama,6.0,46,nm0401967,director
tt0009241,Johanna Enlists,movie,1918,72,Comedy Romance,5.9,670,nm0853336,director
tt0009246,Just Rambling Along,short,1918,9,Comedy Short,5.7,336,nm0730018,director
tt0009249,Kaiser's Finish,movie,1918,80,Drama War,4.0,23,nm0367556,director
tt0009251,The Kaiser's Shadow,movie,1918,50,Drama War,7.4,15,nm0624756,director
tt0009252,The Kaiser  the Beast of Berlin,movie,1918,70,Drama History War,6.5,44,nm0432216,director
tt0009257,The Kid Is Clever,movie,1918,50,Adventure Comedy,6.0,18,nm0694260,director
tt0009267,The Knife,movie,1918,50,Drama Thriller,5.3,17,nm0897085,director
tt0009273,The Lady of the Dugout,movie,1918,60,Drama Western,6.5,164,nm0886754,director
tt0009278,The Landloper,movie,1918,50,Adventure Romance,6.9,21,nm0410271,director
tt0009279,Laughing Bill Hyde,movie,1918,66,Adventure Comedy,5.7,22,nm0377126,director
tt0009284,The Legion of Death,movie,1918,70,Drama History,7.8,13,nm0115218,director
tt0009286,The Leopard's Spots,short,1918,2,Short,4.1,15,nm0378408,director
tt0009289,Lest We Forget,movie,1918,70,Drama War,7.5,19,nm0674600,director
tt0009304,The Lion's Claws,movie,1918,360,Action Adventure,5.5,26,nm0367542,director
tt0009305,Little Miss Hoover,movie,1918,67,Comedy Romance,5.6,37,nm0731910,director
tt0009306,Little Orphant Annie,movie,1918,57,Drama,6.6,82,nm0132324,director
tt0009309,Little Women,movie,1918,60,Drama Family Romance,6.5,60,nm0461295,director
tt0009316,Look Pleasant  Please,short,1918,10,Comedy Short,6.4,242,nm0332531,director
tt0009325,The Lure of the Circus,movie,1918,54,Action Adventure Romance,5.5,41,nm0569645,director
tt0009326,M'Liss,movie,1918,73,Comedy Drama,6.5,171,nm0624714,director
tt0009334,The Make-Believe Wife,movie,1918,50,Comedy,6.5,21,nm0731910,director
tt0009337,Malmequer,short,1918,21,Drama History Romance,6.0,9,nm0500749,director
tt0009350,Marked Cards,movie,1918,50,Drama,5.8,13,nm0195624,director
tt0009354,The Marriage Ring,movie,1918,50,Drama,7.0,13,nm0629243,director
tt0009356,The Married Virgin,movie,1918,71,Drama,5.5,696,nm0561739,director
tt0009358,The Mask,movie,1918,50,Comedy Drama,6.2,17,nm0373614,director
tt0009359,Masks and Faces,movie,1917,92,Comedy,5.5,40,nm0666835,director
tt0009369,Mickey,movie,1918,93,Comedy Drama,6.1,1190,nm0428059,director
tt0009376,The Million Dollar Dollies,movie,1918,65,Comedy,6.9,21,nm0674600,director
tt0009378,Miss Ambition,movie,1918,50,Drama,5.3,14,nm0396616,director
tt0009389,Moonshine,short,1918,23,Comedy Short,5.8,967,nm0000779,director
tt0009400,Mr. Fix-It,movie,1918,55,Comedy Romance,6.8,120,nm0245385,director
tt0009405,My Cousin,movie,1918,50,Comedy Drama,6.4,61,nm0430968,director
tt0009406,My Four Years in Germany,movie,1918,100,Drama War,5.8,66,nm0631438,director
tt0009414,Las máscaras negras,movie,1918,146,\N,4.6,7,nm0168503,director
tt0009415,The Ballet Girl,short,1918,30,Comedy Drama Short,6.2,22,nm0523932,director
tt0009416,Mästerkatten i stövlar,movie,1918,109,Comedy,4.8,25,nm0116307,director
tt0009420,Nattliga toner,movie,1918,61,Drama Romance,6.2,48,nm0459319,director
tt0009423,The Naulahka,movie,1918,60,Adventure,6.4,17,nm0280463,director
tt0009425,Nelson,movie,1918,70,Biography Drama Romance,6.8,23,nm0002061,director
tt0009430,No Place Like Jail,short,1918,10,Comedy Short,5.2,17,nm0166671,director
tt0009431,Nobelpristagaren,movie,1918,60,\N,6.0,18,nm0459319,director
tt0009434,The Non-Stop Kid,short,1918,12,Comedy Short,5.8,321,nm0695456,director
tt0009440,Old Wives for New,movie,1918,60,Comedy Crime Drama,6.2,246,nm0001124,director
tt0009444,On the Jump,movie,1918,60,Comedy War,4.4,15,nm0909825,director
tt0009445,On the Quiet,movie,1918,50,Comedy Romance,8.5,35,nm0936767,director
tt0009454,Opportunity,movie,1918,50,Comedy Drama,6.4,18,nm0172413,director
tt0009465,Our Mrs. McChesney,movie,1918,50,Comedy Drama,6.0,13,nm0408433,director
